species,Location,Year,count,Family,Length,a,b,Management,state,MaxSizeTL,sstmean,Diet,Position,Method,Length2,Kmax,Kmax_lowq,Kmax_uppq,Md,prod_day,prod_yr
Chlorurus sordidus,Ste Anne Patch,1994,1,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Patch,1994,1,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Granite,1994,2,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,2,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin NE Patch,1994,2,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Patch,1994,2,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Patch,1994,2,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,2,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe E Granite,1994,3,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe E Patch,1994,3,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,3,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Carbonate,1994,4,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe W Patch,1994,4,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe E Patch,1994,4,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Carbonate,1994,5,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Patch,1994,5,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Carbonate,1994,5,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin NE Carbonate,1994,5,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Carbonate,1994,6,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Carbonate,1994,6,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Granite,1994,6,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,6,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Granite,1994,6,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Patch,1994,7,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,7,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Granite,1994,7,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Patch,1994,8,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Patch,1994,8,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Patch,1994,8,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Patch,1994,8,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Patch,1994,8,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Granite,1994,8,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Carbonate,1994,9,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Patch,1994,9,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe E Patch,1994,9,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe E Carbonate,1994,10,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Patch,1994,11,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Patch,1994,11,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Granite,1994,11,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Carbonate,1994,11,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Carbonate,1994,12,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,12,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Granite,1994,12,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Carbonate,1994,13,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Patch,1994,13,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin NE Patch,1994,13,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Granite,1994,13,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,14,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe E Carbonate,1994,15,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Carbonate,1994,15,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe W Granite,1994,15,Scaridae,16,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Carbonate,1994,16,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Cousin Carbonate,1994,16,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,16,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Praslin SW Carbonate,1994,16,Scaridae,16,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Carbonate,1994,16,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Carbonate,1994,16,Scaridae,16,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Ste Anne Patch,1994,16,Scaridae,16,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,16,0.156972446,0.136663966,0.177733023,0.001740707,0.229715024,97.2573842
Chlorurus sordidus,Mahe NW Carbonate,1994,1,Scaridae,17,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin NE Patch,1994,2,Scaridae,17,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Cousin Carbonate,1994,3,Scaridae,17,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe E Patch,1994,3,Scaridae,17,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe E Granite,1994,3,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Carbonate,1994,3,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Carbonate,1994,3,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Carbonate,1994,4,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe NW Patch,1994,4,Scaridae,17,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe E Carbonate,1994,4,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe E Carbonate,1994,4,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Cousin Carbonate,1994,4,Scaridae,17,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe E Patch,1994,4,Scaridae,17,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Cousin Carbonate,1994,7,Scaridae,17,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Carbonate,1994,8,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe NW Granite,1994,8,Scaridae,17,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Mahe E Granite,1994,12,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Carbonate,1994,14,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Patch,1994,14,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Carbonate,1994,15,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Praslin SW Carbonate,1994,15,Scaridae,17,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,17,0.156972446,0.136663966,0.177733023,0.001578833,0.250774688,103.9238515
Chlorurus sordidus,Cousin Patch,1994,1,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Patch,1994,1,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Ste Anne Patch,1994,1,Scaridae,18,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin SW Carbonate,1994,2,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Mahe E Carbonate,1994,2,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Mahe E Granite,1994,3,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin NE Carbonate,1994,3,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Mahe W Carbonate,1994,3,Scaridae,18,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Ste Anne Patch,1994,3,Scaridae,18,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Mahe NW Patch,1994,4,Scaridae,18,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Carbonate,1994,4,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin SW Patch,1994,6,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin SW Patch,1994,6,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin SW Patch,1994,6,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Patch,1994,8,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Ste Anne Carbonate,1994,8,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin SW Granite,1994,8,Scaridae,18,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin SW Carbonate,1994,9,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Patch,1994,9,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Granite,1994,9,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Granite,1994,11,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Carbonate,1994,13,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Cousin Carbonate,1994,13,Scaridae,18,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin NE Patch,1994,13,Scaridae,18,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin NE Patch,1994,14,Scaridae,18,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin NE Carbonate,1994,14,Scaridae,18,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Praslin NE Granite,1994,14,Scaridae,18,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Ste Anne Granite,1994,16,Scaridae,18,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,18,0.156972446,0.136663966,0.177733023,0.001440025,0.271220812,110.2632995
Chlorurus sordidus,Mahe W Carbonate,1994,1,Scaridae,19,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,19,0.156972446,0.136663966,0.177733023,0.001319975,0.290790696,116.1974902
Chlorurus sordidus,Mahe W Patch,1994,4,Scaridae,19,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,19,0.156972446,0.136663966,0.177733023,0.001319975,0.290790696,116.1974902
Chlorurus sordidus,Mahe E Patch,1994,5,Scaridae,19,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,19,0.156972446,0.136663966,0.177733023,0.001319975,0.290790696,116.1974902
Chlorurus sordidus,Ste Anne Granite,1994,5,Scaridae,19,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,19,0.156972446,0.136663966,0.177733023,0.001319975,0.290790696,116.1974902
Chlorurus sordidus,Mahe E Patch,1994,7,Scaridae,19,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,19,0.156972446,0.136663966,0.177733023,0.001319975,0.290790696,116.1974902
Chlorurus sordidus,Ste Anne Granite,1994,1,Scaridae,20,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Mahe E Patch,1994,1,Scaridae,20,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Mahe NW Carbonate,1994,1,Scaridae,20,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Ste Anne Granite,1994,2,Scaridae,20,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Praslin NE Carbonate,1994,2,Scaridae,20,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Mahe E Carbonate,1994,2,Scaridae,20,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Mahe W Carbonate,1994,3,Scaridae,20,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Mahe W Carbonate,1994,4,Scaridae,20,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Mahe W Granite,1994,4,Scaridae,20,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Cousin Patch,1994,5,Scaridae,20,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Ste Anne Granite,1994,5,Scaridae,20,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Ste Anne Granite,1994,5,Scaridae,20,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
Chlorurus sordidus,Mahe NW Patch,1994,5,Scaridae,20,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,20,0.156972446,0.136663966,0.177733023,0.001215348,0.309217689,121.6472085
